,Orokin Cell,Rare (3.81%)
,,
Amalgam Arca Kucumatz,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Hexenon,Very Common (71.90%)
,Region Resource,Uncommon (24.29%)
,Orokin Cell,Rare (3.81%)
,,
Amalgam Arca Heqet,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Hexenon,Very Common (71.90%)
,Region Resource,Uncommon (24.29%)
,Orokin Cell,Rare (3.81%)
,,
Amalgam Phase Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Hexenon,Very Common (71.90%)
,Region Resource,Uncommon (24.29%)
,Orokin Cell,Rare (3.81%)
,,
Amalgam Swarm Satyr,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Hexenon,Very Common (71.90%)
,Region Resource,Uncommon (24.29%)
,Orokin Cell,Rare (3.81%)
,,
Vapos Aquila,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Ranger Crewman,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (100.00%)
,,
Optio,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Zerca,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Vambac,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Numon,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tarask Bursa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Disc Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Elite Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Stropha Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Nullifier Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Nullifier Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Nullifier Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Railgun Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Shield Osprey,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Shockwave Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Detron Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Pilot,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Aurax Actinic,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Aurax Vertec,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Tech,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Aurax Culveri Moa,Resource Drop Chance: 10.00%,Resource Drop Chance: 10.00%
,Hexenon,Very Common (71.90%)
,Region Resource,Uncommon (24.29%)
,Orokin Cell,Rare (3.81%)
,,
Aurax Polaris Moa,Resource Drop Chance: 10.00%,Resource Drop Chance: 10.00%
,Hexenon,Very Common (71.90%)
,Region Resource,Uncommon (24.29%)
,Orokin Cell,Rare (3.81%)
,,
Aurax Baculus,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Engineer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Zerca,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Vambac,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Numon,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Ranger Crewman,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (100.00%)
,,
Orm Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Disc Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Elite Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Stropha Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Nullifier Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Shield Osprey,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Detron Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Pilot,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Railgun Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Shockwave Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Tech,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Orm Engineer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Taro Secura Osprey,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Zerca,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Vambac,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Numon,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Ranger Crewman,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (100.00%)
,,
Axio Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Disc Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Elite Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Stropha Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Shield Osprey,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Detron Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Pilot,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Railgun Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Shockwave Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Tech,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Axio Engineer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Zerca,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Vambac,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Numon,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Ranger Crewman,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Disc Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Elite Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Stropha Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Shield Osprey,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Detron Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Pilot,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Railgun Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Shockwave Moa,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Tech,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Vorac Engineer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Gox Scavenger,Resource Drop Chance: 75.00%,Resource Drop Chance: 75.00%
,Cubic Diodes,Common (37.94%)
,Ticor Plate,Common (37.94%)
,Isos,Uncommon (22.11%)
,Aucrux Capacitors,Rare (2.01%)
,,
Dax Herald,Resource Drop Chance: 65.00%,Resource Drop Chance: 65.00%
,Lamentus,Very Common (100.00%)
,,
Dax Malleus,Resource Drop Chance: 65.00%,Resource Drop Chance: 65.00%
,Lamentus,Very Common (100.00%)
,,
Dax Gladius,Resource Drop Chance: 65.00%,Resource Drop Chance: 65.00%
,Lamentus,Very Common (100.00%)
,,
Dax Arcus,Resource Drop Chance: 65.00%,Resource Drop Chance: 65.00%
,Lamentus,Very Common (100.00%)
,,
Corrupted Jackal,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Rune Marrow,Very Common (100.00%)
,,
Tamm,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Common Condroc,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Condroc Wing,Very Common (100.00%)
,,
Emperor Condroc,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Condroc Wing,Very Common (100.00%)
,,
Rogue Condroc,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Condroc Wing,Very Common (100.00%)
,,
Plains Kuaka,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuaka Spinal Claw,Very Common (100.00%)
,,
Ghost Kuaka,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuaka Spinal Claw,Very Common (100.00%)
,,
Ashen Kuaka,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuaka Spinal Claw,Very Common (100.00%)
,,
Tusk Thumper Doma,Resource Drop Chance: 800.00%,Resource Drop Chance: 800.00%
,Charc Electroplax,Rare (4.17%)
,Goopolla Spleen,Rare (4.17%)
,Murkray Liver,Rare (4.17%)
,Sharrac Teeth,Rare (4.17%)
,Karkina Antenna,Rare (4.17%)
,Azurite,Rare (4.17%)
,Devar,Rare (4.17%)
,Pyrol,Rare (4.17%)
,Coprite Alloy,Rare (4.17%)
,Mawfish Bones,Rare (4.17%)
,Khut-Khut Venom Sac,Rare (4.17%)
,Yogwun Stomach,Rare (4.17%)
,Tralok Eyes,Rare (4.17%)
,Mortus Horn,Rare (4.17%)
,Maprico,Rare (4.17%)
,Grokdrul,Rare (4.17%)
,Iradite,Rare (4.17%)
,Norg Brain,Rare (4.17%)
,Cuthol Tendrils,Rare (4.17%)
,Nistlepod,Rare (4.17%)
,Crimzian,Rare (4.17%)
,Auron,Rare (4.17%)
,Veridos,Rare (4.17%)
,Ferros,Rare (4.17%)
,,
Tusk Thumper Bull,Resource Drop Chance: 600.00%,Resource Drop Chance: 600.00%
,Charc Electroplax,Rare (4.17%)
,Goopolla Spleen,Rare (4.17%)
,Murkray Liver,Rare (4.17%)
,Sharrac Teeth,Rare (4.17%)
,Karkina Antenna,Rare (4.17%)
,Azurite,Rare (4.17%)
,Devar,Rare (4.17%)
,Pyrol,Rare (4.17%)
,Coprite Alloy,Rare (4.17%)
,Mawfish Bones,Rare (4.17%)
,Khut-Khut Venom Sac,Rare (4.17%)
,Yogwun Stomach,Rare (4.17%)
,Tralok Eyes,Rare (4.17%)
,Mortus Horn,Rare (4.17%)
,Maprico,Rare (4.17%)
,Grokdrul,Rare (4.17%)
,Iradite,Rare (4.17%)
,Norg Brain,Rare (4.17%)
,Cuthol Tendrils,Rare (4.17%)
,Nistlepod,Rare (4.17%)
,Crimzian,Rare (4.17%)
,Auron,Rare (4.17%)
,Veridos,Rare (4.17%)
,Ferros,Rare (4.17%)
,,
Tusk Thumper,Resource Drop Chance: 400.00%,Resource Drop Chance: 400.00%
,Charc Electroplax,Rare (4.17%)
,Goopolla Spleen,Rare (4.17%)
,Murkray Liver,Rare (4.17%)
,Sharrac Teeth,Rare (4.17%)
,Karkina Antenna,Rare (4.17%)
,Azurite,Rare (4.17%)
,Devar,Rare (4.17%)
,Pyrol,Rare (4.17%)
,Coprite Alloy,Rare (4.17%)
,Mawfish Bones,Rare (4.17%)
,Khut-Khut Venom Sac,Rare (4.17%)
,Yogwun Stomach,Rare (4.17%)
,Tralok Eyes,Rare (4.17%)
,Mortus Horn,Rare (4.17%)
,Maprico,Rare (4.17%)
,Grokdrul,Rare (4.17%)
,Iradite,Rare (4.17%)
,Norg Brain,Rare (4.17%)
,Cuthol Tendrils,Rare (4.17%)
,Nistlepod,Rare (4.17%)
,Crimzian,Rare (4.17%)
,Auron,Rare (4.17%)
,Veridos,Rare (4.17%)
,Ferros,Rare (4.17%)
,,
Grokdrul Drum,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Grokdrul,Very Common (100.00%)
,,
Iradite Formation,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Iradite,Very Common (100.00%)
,,
Coastal Mergoo,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuaka Spinal Claw,Very Common (100.00%)
,,
Splendid Mergoo,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuaka Spinal Claw,Very Common (100.00%)
,,
Woodland Mergoo,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuaka Spinal Claw,Very Common (100.00%)
,,
Leaping Thrasher,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Zealot Proselytizer,Resource Drop Chance: 5.00%,Resource Drop Chance: 5.00%
,Neurodes,Common (50.00%)
,Region Resource,Common (50.00%)
,,
Zealot Herald,Resource Drop Chance: 5.00%,Resource Drop Chance: 5.00%
,Neurodes,Common (50.00%)
,Region Resource,Common (50.00%)
,,
Zealot Baptizer,Resource Drop Chance: 5.00%,Resource Drop Chance: 5.00%
,Neurodes,Common (50.00%)
,Region Resource,Common (50.00%)
,,
Rogue Condroc,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Condroc Wing,Very Common (100.00%)
,,
Brachiolyst Disperser,Resource Drop Chance: 10.00%,Resource Drop Chance: 10.00%
,Region Resource,Very Common (97.42%)
,Orokin Cell,Rare (2.58%)
,,
Machinist,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Carrion Charger,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Arbitration Shield Drone,Resource Drop Chance: 6.00%,Resource Drop Chance: 6.00%
,Vitus Essence,Very Common (100.00%)
,,
Corrupted Drahk Master,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Corrupted Drahk,Resource Drop Chance: 25.00%,Resource Drop Chance: 25.00%
,Region Resource,Very Common (77.44%)
,Nav Coordinate,Uncommon (22.56%)
,,
Corrupted Power Carrier,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Derivator Crewman,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Demolisher Devourer,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Expired,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Boiler,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Machinist,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Machinist,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Somatic Fibers,Very Common (100.00%)
,,
Demolisher Bailiff,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Bailiff,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuva,Very Common (100.00%)
,,
Demolisher Hyena,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Hyena,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Somatic Fibers,Very Common (100.00%)
,,
Demolisher Thrasher,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Juggernaut,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Pulsating Tubercles,Uncommon (25.00%)
,Infected Palpators,Uncommon (25.00%)
,Chitinous Husk,Uncommon (25.00%)
,Severed Bile Sac,Uncommon (25.00%)
,,
Demolisher Anti Moa,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Anti Moa,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Somatic Fibers,Very Common (100.00%)
,,
Demolisher Heavy Gunner,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Heavy Gunner,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuva,Very Common (100.00%)
,,
Demolisher Nox,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Nox,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuva,Very Common (100.00%)
,,
Demolisher Charger,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Bursa,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Region Resource,Very Common (74.75%)
,Region Resource,Uncommon (25.25%)
,,
Demolisher Bursa,Resource Drop Chance: 15.00%,Resource Drop Chance: 15.00%
,Somatic Fibers,Very Common (100.00%)
,,
Demolisher Kuva Guardian,Resource Drop Chance: 100.00%,Resource Drop Chance: 100.00%
,Kuva,Very Common (100.00%)
,,
Tusk Elite Lancer,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Eviscerator,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Napalm,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Heavy Gunner,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Bombard,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Reaver,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
Tusk Hellion,Resource Drop Chance: 7.00%,Resource Drop Chance: 7.00%
,Region Resource,Very Common (100.00%)
,,
